1944,Germany,1944,21
2015,Germany,2015,60
2818,Netherlands,2818,59
3176,Germany,3176,90
3309,Germany,3309,28
6883,Germany,6883,125
7071,Germany,7071,33
9991,Germany,9991,180
14325,Germany,14325,70
16401,Germany,16401,120
16644,Germany,16644,90
17904,Germany,17904,49
20168,Netherlands,20168,80
21869,Germany,21869,70
22415,Germany,22415,98
22677,Germany,22677,160
23834,Germany,23834,65
24569,Germany,24569,90
25428,Netherlands,25428,125
25653,Germany,25653,90
26543,Germany,26543,209
27886,Netherlands,27886,155
28156,Germany,28156,70
28871,Netherlands,28871,75
29051,Netherlands,29051,55
29279,Germany,29279,65
31080,Netherlands,31080,219
31440,Germany,31440,38
33043,Germany,33043,62
35152,Germany,35152,72
36480,Germany,36480,40
37004,Germany,37004,30
37836,Germany,37836,39
38074,Germany,38074,80
38296,Germany,38296,80
40151,France,40151,71
40600,Germany,40600,50
41217,Germany,41217,43
41306,Germany,41306,40
42196,Italy,42196,68
42742,Germany,42742,36
42809,Germany,42809,119
42970,Netherlands,42970,159
43109,Netherlands,43109,210
43123,Germany,43123,98
43980,Netherlands,43980,100
44083,Germany,44083,42
44391,Netherlands,44391,240
44423,Germany,44423,56
46172,Germany,46172,48
46352,Italy,46352,30
46386,Netherlands,46386,150
47061,Netherlands,47061,140
47938,Germany,47938,169
48076,Netherlands,48076,350
48955,Germany,48955,70
49552,Netherlands,49552,220
49790,Netherlands,49790,250
50515,Netherlands,50515,120
50518,Netherlands,50518,125
50523,Netherlands,50523,115
50570,Netherlands,50570,90
52490,Netherlands,52490,80
52734,Germany,52734,88
53067,Netherlands,53067,87
53671,Netherlands,53671,75
53692,Netherlands,53692,60
54952,Germany,54952,60
55256,Netherlands,55256,86
55621,Netherlands,55621,222
55703,Netherlands,55703,250
55709,Netherlands,55709,159
55807,Netherlands,55807,60
55853,Germany,55853,55
55868,Netherlands,55868,149
56357,Germany,56357,33
56879,Netherlands,56879,112
57049,Germany,57049,220
57209,Germany,57209,80
58041,Germany,58041,55
58211,Netherlands,58211,220
58780,Germany,58780,130
59249,Germany,59249,98
59697,Italy,59697,70
60161,Germany,60161,120
62015,Netherlands,62015,109
62613,Germany,62613,85
62801,Netherlands,62801,750
63052,Germany,63052,37
63468,Germany,63468,52
64245,Germany,64245,55
64590,Germany,64590,118
64736,Netherlands,64736,189
64769,Netherlands,64769,450
67841,Netherlands,67841,100
68142,Germany,68142,29
68290,Netherlands,68290,109
68448,Germany,68448,84
68873,Netherlands,68873,109
69042,Netherlands,69042,108
70366,Italy,70366,63
70598,Netherlands,70598,53
70820,United Kingdom,70820,28
72079,Germany,72079,80
72319,Italy,72319,36
72628,Italy,72628,132
73208,Netherlands,73208,220
73302,Germany,73302,69
73917,Netherlands,73917,175
74614,Germany,74614,185
75382,Netherlands,75382,105
75444,Netherlands,75444,70
76668,Netherlands,76668,135
80635,Netherlands,80635,105
80843,Germany,80843,49
81049,Germany,81049,155
81081,Germany,81081,66
82482,Netherlands,82482,95
82748,Netherlands,82748,249
82893,Germany,82893,75
83173,Italy,83173,26
83183,Germany,83183,53
83498,Netherlands,83498,45
83568,Germany,83568,99
83614,Germany,83614,160
83814,Netherlands,83814,98
84057,Netherlands,84057,100
85368,Italy,85368,130
85560,Germany,85560,79
86090,Germany,86090,89
87549,Germany,87549,47
89102,Germany,89102,114
91290,Germany,91290,60
91535,Netherlands,91535,189
96048,Netherlands,96048,75
97221,Netherlands,97221,40
97476,Netherlands,97476,135
102882,Germany,102882,506
103602,Germany,103602,40
103644,Germany,103644,43
106331,Germany,106331,82
107195,Netherlands,107195,150
107972,Netherlands,107972,100
108890,Netherlands,108890,100
109658,Germany,109658,60
113298,Germany,113298,70
114763,Germany,114763,135
115576,Germany,115576,75
116832,Germany,116832,70
117122,United Kingdom,117122,65
