1944,Berlin,1944,21
2015,Berlin,2015,60
2818,Amsterdam,2818,59
3176,Berlin,3176,90
3309,Berlin,3309,28
6883,Berlin,6883,125
7071,Berlin,7071,33
9991,Berlin,9991,180
14325,Berlin,14325,70
16401,Berlin,16401,120
16644,Berlin,16644,90
17904,Berlin,17904,49
20168,Amsterdam,20168,80
21869,Berlin,21869,70
22415,Berlin,22415,98
22677,Berlin,22677,160
23834,Berlin,23834,65
24569,Berlin,24569,90
25428,Amsterdam,25428,125
25653,Berlin,25653,90
26543,Berlin,26543,209
27886,Amsterdam,27886,155
28156,Berlin,28156,70
28871,Amsterdam,28871,75
29051,Amsterdam,29051,55
29279,Berlin,29279,65
31080,Amsterdam,31080,219
31440,Berlin,31440,38
33043,Berlin,33043,62
35152,Berlin,35152,72
36480,Berlin,36480,40
37004,Berlin,37004,30
37836,Berlin,37836,39
38074,Berlin,38074,80
38296,Berlin,38296,80
40151,Bordeaux,40151,71
40600,Berlin,40600,50
41217,Berlin,41217,43
41306,Berlin,41306,40
42196,Bologna,42196,68
42742,Berlin,42742,36
42809,Berlin,42809,119
42970,Amsterdam,42970,159
43109,Amsterdam,43109,210
43123,Berlin,43123,98
43980,Amsterdam,43980,100
44083,Berlin,44083,42
44391,Amsterdam,44391,240
44423,Berlin,44423,56
46172,Berlin,46172,48
46352,Bologna,46352,30
46386,Amsterdam,46386,150
47061,Amsterdam,47061,140
47938,Berlin,47938,169
48076,Amsterdam,48076,350
48955,Berlin,48955,70
49552,Amsterdam,49552,220
49790,Amsterdam,49790,250
50515,Amsterdam,50515,120
50518,Amsterdam,50518,125
50523,Amsterdam,50523,115
50570,Amsterdam,50570,90
52490,Amsterdam,52490,80
52734,Berlin,52734,88
53067,Amsterdam,53067,87
53671,Amsterdam,53671,75
53692,Amsterdam,53692,60
54952,Berlin,54952,60
55256,Amsterdam,55256,86
55621,Amsterdam,55621,222
55703,Amsterdam,55703,250
55709,Amsterdam,55709,159
55807,Amsterdam,55807,60
55853,Berlin,55853,55
55868,Amsterdam,55868,149
56357,Berlin,56357,33
56879,Amsterdam,56879,112
57049,Berlin,57049,220
57209,Berlin,57209,80
58041,Berlin,58041,55
58211,Amsterdam,58211,220
58780,Berlin,58780,130
59249,Berlin,59249,98
59697,Bologna,59697,70
60161,Berlin,60161,120
62015,Amsterdam,62015,109
62613,Berlin,62613,85
62801,Amsterdam,62801,750
63052,Berlin,63052,37
63468,Berlin,63468,52
64245,Berlin,64245,55
64590,Berlin,64590,118
64736,Amsterdam,64736,189
64769,Amsterdam,64769,450
67841,De Pijp,67841,100
68142,Berlin,68142,29
68290,Amsterdam,68290,109
68448,Berlin,68448,84
68873,Amsterdam,68873,109
69042,Amsterdam,69042,108
70366,Bologna,70366,63
70598,Amsterdam,70598,53
70820,Bristol,70820,28
72079,Berlin,72079,80
72319,Bologna,72319,36
72628,Bologna,72628,132
73208,Amsterdam,73208,220
73302,Berlin,73302,69
73917,Amsterdam,73917,175
74614,Berlin,74614,185
75382,Amsterdam,75382,105
75444,Amsterdam,75444,70
76668,Amsterdam,76668,135
80635,Amsterdam,80635,105
80843,Berlin,80843,49
81049,Berlin,81049,155
81081,Berlin,81081,66
82482,Amsterdam,82482,95
82748,Amsterdam,82748,249
82893,Berlin,82893,75
83173,Bologna,83173,26
83183,Berlin,83183,53
83498,Amsterdam,83498,45
83568,Berlin,83568,99
83614,Berlin,83614,160
83814,Amsterdam,83814,98
84057,Amsterdam,84057,100
85368,Bologna,85368,130
85560,Berlin,85560,79
86090,Berlin,86090,89
87549,Berlin,87549,47
89102,Berlin,89102,114
91290,Berlin,91290,60
91535,Amsterdam,91535,189
96048,Amsterdam,96048,75
97221,Amsterdam,97221,40
97476,Amsterdam,97476,135
102882,Berlin,102882,506
103602,Berlin,103602,40
103644,Berlin,103644,43
106331,Berlin,106331,82
107195,Amsterdam,107195,150
107972,Amsterdam,107972,100
108890,Amsterdam,108890,100
109658,Berlin,109658,60
113298,Berlin,113298,70
114763,Berlin,114763,135
115576,Berlin,115576,75
116832,Berlin,116832,70
117122,Bristol,117122,65
117649,Berlin,117649,68
118097,Amsterdam,118097,97
118117,Amsterdam,118117,87
118302,Amsterdam,118302,170
120872,Amsterdam,120872,99
125349,Berlin,125349,80
127708,Berlin,127708,89
128827,Berlin,128827,59
130390,Amsterdam,130390,80
130642,Bologna,130642,50
135097,Berlin,135097,119
137026,Amsterdam,137026,259
138955,Berlin,138955,75
139769,Berlin,139769,42
141708,Amsterdam,141708,98
143605,Berlin,143605,55
145249,Berlin,145249,70
145779,Bologna,145779,40
146407,Bristol,146407,38
147253,Berlin,147253,55
147339,Berlin,147339,50
148132,Amsterdam,148132,52
152280,Amsterdam,152280,89
153015,Berlin,153015,52
155048,Berlin,155048,100
156010,Berlin,156010,36
157546,Berlin,157546,88
157839,Berlin,157839,36
158466,Amsterdam,158466,79
158890,Berlin,158890,100
159454,Berlin,159454,161
160517,Berlin,160517,65
162012,Berlin,162012,40
162111,Berlin,162111,39
162467,Amsterdam,162467,145
163287,Berlin,163287,39
163336,Bologna,163336,35
163411,Berlin,163411,90
165833,Amsterdam,165833,74
166715,Berlin,166715,30
167189,Berlin (Kreuzberg),167189,49
168615,Berlin,168615,49
168769,Amsterdam,168769,115
168963,Bologna,168963,40
169356,Amsterdam,169356,165
169907,Berlin,169907,30
170582,Berlin,170582,23
170652,Berlin,170652,40
171054,Amsterdam,171054,120
171609,Berlin,171609,65
171631,Amsterdam,171631,79
171746,Berlin,171746,70
171755,Berlin,171755,63
173153,Berlin,173153,80
174391,Berlin,174391,42
174547,Berlin,174547,96
174560,Berlin,174560,75
174576,Berlin,174576,96
174579,Berlin,174579,76
174592,Amsterdam,174592,125
175667,Berlin,175667,46
175989,Amsterdam,175989,100
176306,Bristol,176306,35
176342,Berlin,176342,306
176355,Berlin,176355,264
176396,Berlin,176396,20
176852,Berlin,176852,50
177486,Berlin,177486,59
178347,Berlin,178347,75
179102,Berlin,179102,170
179528,Amsterdam,179528,230
180440,Berlin,180440,39
181160,Berlin,181160,49
181810,Berlin,181810,39
182839,Amsterdam,182839,125
183206,Berlin,183206,64
183988,Berlin,183988,69
183996,Berlin,183996,375
184282,Amsterdam,184282,230
185534,Bordeaux,185534,75
185960,Berlin,185960,29
186851,Berlin,186851,33
186908,Berlin,186908,45
186999,Berlin,186999,320
187206,Berlin,187206,25
187326,Berlin,187326,59
188347,Amsterdam,188347,50
188483,Amsterdam,188483,120
188922,Berlin,188922,45
189288,Berlin,189288,100
189596,Berlin,189596,80
189754,Amsterdam,189754,160
190448,Berlin,190448,52
190943,Amsterdam,190943,150
191023,Berlin,191023,55
191404,Amsterdam,191404,225
192050,Berlin,192050,60
192499,Berlin,192499,59
193038,Amsterdam,193038,95
193601,Berlin,193601,75
194124,Berlin,194124,89
194374,Berlin,194374,65
194465,Berlin,194465,75
194546,Berlin,194546,75
194694,Berlin,194694,38
195413,Berlin,195413,225
196149,Berlin,196149,74
196285,Berlin,196285,50
197291,Berlin,197291,170
198239,Berlin,198239,89
198307,Amsterdam,198307,129
198584,Berlin,198584,38
198896,Berlin,198896,25
199844,Amsterdam,199844,99
200125,Berlin,200125,89
200461,Amsterdam,200461,79
201224,Berlin,201224,88
203634,Berlin,203634,155
203658,Amsterdam,203658,284
204553,Bologna,204553,50
204617,Berlin,204617,50
205296,Berlin,205296,100
205759,Amsterdam,205759,99
206021,Berlin,206021,35
206454,Berlin,206454,70
207245,Bologna,207245,110
207740,Berlin,207740,195
208495,Berlin,208495,150
209233,Berlin,209233,90
209649,Berlin,209649,35
209692,Bologna,209692,25
210734,Berlin,210734,145
212050,Amsterdam,212050,180
212348,Berlin,212348,60
212470,Berlin,212470,40
214491,Berlin,214491,35
214518,Berlin,214518,51
214531,Amsterdam,214531,114
214784,Berlin,214784,35
214855,Berlin,214855,45
217692,Amsterdam,217692,150
218103,B̬gles,218103,100
219276,Amsterdam,219276,265
219878,Bologna,219878,85
220445,Berlin,220445,60
220808,Berlin,220808,45
220956,Bristol,220956,59
221015,Berlin,221015,75
221922,Bos en Lommer,221922,99
221943,Amsterdam,221943,170
222516,Amsterdam,222516,100
222887,Bordeaux,222887,175
223622,Berlin,223622,45
226108,Berlin,226108,70
226121,Amsterdam,226121,130
226925,Berlin,226925,125
228124,Bologna,228124,48
228628,Bologna,228628,66
228964,Berlin,228964,45
229075,Berlin,229075,75
229099,Berlin,229099,32
229114,Bologna,229114,64
229348,Berlin,229348,79
229363,Berlin,229363,79
229776,Berlin,229776,46
230611,Berlin,230611,90
230710,Amsterdam,230710,125
230824,Berlin,230824,28
231220,Berlin,231220,30
231598,Berlin,231598,49
233083,Berlin,233083,98
233453,Berlin,233453,32
233770,Berlin,233770,59
233922,Bologna,233922,80
234642,Berlin,234642,149
236180,Amsterdam,236180,175
236509,Berlin,236509,82
236632,Amsterdam,236632,124
237038,Berlin,237038,60
237359,Berlin,237359,50
237670,Berlin,237670,45
238396,Berlin,238396,60
239139,Berlin,239139,55
240169,Berlin,240169,31
240735,Berlin,240735,35
242366,Berlin,242366,45
242794,Berlin,242794,100
242908,Berlin,242908,95
242927,Berlin,242927,95
242978,Berlin,242978,63
243057,Berlin,243057,165
243063,Berlin,243063,130
243081,Berlin,243081,120
243238,Berlin,243238,68
245744,Berlin,245744,150
245781,Berlin,245781,60
245809,Berlin,245809,76
245827,Berlin,245827,90
245927,Amsterdam,245927,400
245991,Berlin,245991,25
246007,Berlin,246007,21
246747,Bologna,246747,68
247805,Amsterdam,247805,119
248192,Berlin,248192,53
248375,Berlin,248375,60
249220,Berlin,249220,45
249419,Berlin,249419,95
250007,Berlin,250007,69
250023,Berlin,250023,70
250067,Berlin,250067,55
250121,Berlin,250121,55
250138,Berlin,250138,60
250171,Berlin,250171,60
250253,Berlin,250253,97
250376,Berlin,250376,175
250684,Berlin,250684,95
250686,Bologna,250686,40
250687,Berlin,250687,65
250702,Amsterdam,250702,120
250704,Berlin,250704,60
250707,Berlin,250707,58
250729,Berlin,250729,72
250751,Amsterdam,250751,70
250753,Berlin,250753,97
250871,Berlin,250871,58
251398,Berlin,251398,40
252080,Amsterdam,252080,385
252664,Berlin,252664,79
252699,Berlin,252699,56
252933,Berlin,252933,80
252967,Berlin,252967,32
252993,Berlin,252993,32
253005,Berlin,253005,28
253650,Amsterdam,253650,149
253792,Amsterdam,253792,193
254104,Amsterdam,254104,149
254576,Berlin,254576,70
254762,Berlin,254762,80
254788,Berlin,254788,50
254800,Amsterdam,254800,250
255557,Berlin,255557,55
255722,Berlin,255722,75
255778,Berlin,255778,96
255809,Amsterdam,255809,150
255829,Berlin,255829,51
255912,Berlin,255912,50
256058,Berlin,256058,39
256670,Amsterdam,256670,168
257317,Berlin,257317,59
257373,Berlin,257373,109
257658,Berlin,257658,49
257766,Berlin,257766,168
258273,Amsterdam,258273,8000
260095,Berlin,260095,55
261205,Berlin,261205,60
261452,Berlin,261452,55
261834,Berlin,261834,60
262394,Amsterdam,262394,88
263817,Berlin,263817,45
264459,Berlin,264459,60
265349,Amsterdam,265349,85
265354,Berlin,265354,85
265389,Berlin,265389,19
265394,Berlin,265394,59
265400,Berlin,265400,29
265402,Berlin,265402,18
265408,Berlin,265408,20
265444,Berlin,265444,15
265543,Berlin,265543,40
265559,Berlin,265559,98
265955,Berlin,265955,55
266086,Berlin,266086,85
266181,Berlin,266181,48
266777,Bologna,266777,85
267399,Berlin,267399,55
267764,Berlin,267764,129
267951,Berlin,267951,74
268910,Berlin,268910,46
268967,Berlin,268967,55
268974,Berlin,268974,55
269455,Berlin,269455,65
270477,Berlin,270477,89
270839,Amsterdam,270839,70
271340,Berlin,271340,70
271739,Berlin,271739,40
272597,Amsterdam,272597,120
273011,Berlin,273011,125
273076,Berlin,273076,61
273713,Bologna,273713,60
273986,Berlin,273986,43
274072,Berlin,274072,60
274623,Berlin,274623,65
274686,Berlin,274686,80
274688,Amsterdam,274688,125
274798,Berlin,274798,55
275472,Berlin,275472,70
276275,Amsterdam,276275,169
277011,Amsterdam,277011,125
278415,Berlin,278415,75
279344,Berlin,279344,76
279504,Berlin,279504,60
281152,Berlin,281152,60
282214,Berlin,282214,29
282269,Amsterdam,282269,115
282734,Berlin,282734,38
282773,Berlin,282773,53
282786,Berlin,282786,53
282797,Berlin,282797,38
283170,Amsterdam,283170,650
283621,Amsterdam,283621,105
284319,Amsterdam,284319,115
286374,Amsterdam,286374,80
286500,Amsterdam,286500,150
286691,Bologna,286691,50
289071,Amsterdam,289071,90
290410,Berlin,290410,80
290701,Amsterdam,290701,150
291637,Amsterdam,291637,95
291752,Amsterdam,291752,99
292300,Berlin,292300,120
292864,Berlin,292864,50
293337,Amsterdam,293337,105
293514,Amsterdam,293514,74
293536,Bologna,293536,130
294468,Amsterdam,294468,175
297521,Berlin,297521,29
297594,Berlin,297594,30
298056,Berlin,298056,40
301220,Amsterdam,301220,125
301773,Berlin,301773,64
302167,Berlin,302167,66
302426,Amsterdam,302426,126
303097,Berlin,303097,66
303741,Berlin,303741,57
304082,Amsterdam,304082,140
304189,Amsterdam,304189,165
304904,Berlin,304904,37
305200,Amsterdam,305200,550
305809,Amsterdam,305809,275
305987,Berlin,305987,69
306041,Berlin,306041,60
306312,Berlin,306312,165
306502,Berlin,306502,70
306852,Amsterdam,306852,195
306910,Bologna,306910,150
307470,Amsterdam,307470,130
307497,Amsterdam,307497,464
307634,Bristol,307634,28
308028,Amsterdam,308028,90
309169,Bologna,309169,100
309436,Amsterdam,309436,135
309511,Berlin,309511,65
309942,Berlin,309942,40
310722,Amsterdam,310722,169
311124,Amsterdam,311124,250
311584,Amsterdam,311584,100
311694,Amsterdam,311694,115
311703,Berlin,311703,235
312566,Berlin,312566,70
313876,Berlin,313876,38
314082,Amsterdam,314082,111
314235,De Pijp,314235,150
315533,Berlin,315533,54
316327,Berlin,316327,30
316462,Berlin,316462,84
317273,Bordeaux,317273,155
317658,Bordeaux,317658,195
320028,Berlin,320028,43
320279,Berlin,320279,77
320305,Berlin,320305,38
320689,Amsterdam,320689,88
321295,Berlin,321295,39
321308,Berlin,321308,44
321378,Berlin,321378,149
322463,Berlin,322463,87
322520,Berlin,322520,95
322906,Bristol,322906,65
323243,Berlin,323243,27
323250,Berlin,323250,27
323255,Berlin,323255,42
323259,Berlin,323259,42
323920,Berlin,323920,30
323951,Berlin,323951,30
325979,Berlin,325979,55
326566,Berlin,326566,28
326608,Berlin,326608,72
327285,Amsterdam,327285,225
327442,Berlin,327442,35
328723,Amsterdam,328723,295
329648,Berlin,329648,58
331946,Amsterdam,331946,275
333031,Bordeaux,333031,75
334133,Berlin,334133,54
335273,Berlin,335273,38
336482,Berlin,336482,95
340994,Amsterdam,340994,150
341227,Bristol,341227,250
341910,Berlin,341910,65
342540,Watergraafsmeer,342540,72
343094,Watergraafsmeer,343094,96
343190,Berlin,343190,49
344856,Berlin,344856,60
344986,Berlin,344986,68
345373,Berlin,345373,48
345397,De Pijp,345397,169
347762,Berlin,347762,35
348262,Berlin,348262,65
349208,Watergraafsmeer,349208,75
350271,Amsterdam,350271,395
352998,Berlin,352998,29
354033,Berlin,354033,74
355227,Berlin,355227,60
355494,Berlin,355494,55
356424,Amsterdam,356424,100
357128,Berlin,357128,50
357984,Berlin,357984,59
359045,Bologna,359045,55
361342,Amsterdam,361342,299
361487,Berlin,361487,36
362076,Berlin,362076,85
362458,Amsterdam,362458,99
362701,Berlin,362701,89
362874,Berlin,362874,78
363413,Berlin,363413,49
363454,Berlin,363454,82
364728,Amsterdam,364728,129
365993,B̬gles,365993,85
366094,Berlin,366094,33
366438,Amsterdam,366438,170
367107,Amsterdam,367107,300
367182,Berlin,367182,33
367491,Amsterdam,367491,188
367634,Berlin,367634,33
370561,Berlin,370561,60
372605,Bologna,372605,70
372849,Bologna,372849,55
373095,Bologna,373095,69
374090,Bologna,374090,100
374610,Bologna,374610,51
376826,Bologna,376826,90
378523,Amsterdam,378523,275
379143,Amsterdam,379143,100
379885,Watergraafsmeer,379885,199
380281,Berlin,380281,40
382008,Berlin,382008,25
383256,Bologna,383256,75
384909,Amsterdam,384909,199
387607,Berlin,387607,49
387644,Amsterdam,387644,295
389942,Bristol,389942,50
389944,Bristol,389944,32
390781,Bristol,390781,27
390894,Jordaan,390894,225
391612,Bristol,391612,32
391613,Bristol,391613,25
392215,Bristol,392215,19
392217,Bristol,392217,17
393598,Berlin,393598,67
395063,Berlin,395063,33
396125,Jordaan,396125,85
398011,Berlin,398011,65
398962,Berlin,398962,80
399312,Berlin,399312,86
399386,Berlin,399386,69
399681,Westbury on Trym,399681,70
400325,Amsterdam,400325,175
400642,Berlin,400642,75
400832,Berlin,400832,40
400898,Berlin,400898,51
401242,Berlin,401242,130
402353,Watergraafsmeer,402353,134
403245,Bordeaux,403245,59
406774,Berlin,406774,32
406794,Watergraafsmeer,406794,150
407485,Bristol,407485,98
408114,Berlin,408114,33
408270,B̬gles,408270,85
408794,Amsterdam,408794,129
409846,Berlin,409846,180
410020,Berlin,410020,25
410267,B̬gles,410267,85
410998,Amsterdam,410998,120
411523,Bologna,411523,80
412418,Berlin,412418,50
412475,B̬gles,412475,85
414277,Berlin,414277,36
414917,Amsterdam,414917,299
415218,Berlin,415218,38
415619,Zeeburg,415619,145
417143,Berlin,417143,64
418098,Amsterdam,418098,185
418901,Amsterdam,418901,260
420114,Berlin,420114,100
421205,Bristol,421205,28
421236,Berlin,421236,65
422044,Amsterdam,422044,275
422956,Bristol,422956,180
425411,Berlin,425411,70
425487,Berlin,425487,85
427854,Berlin,427854,65
428387,Bologna,428387,57
429677,Berlin,429677,75
431206,Amsterdam,431206,250
431343,Berlin,431343,22
431635,Amsterdam,431635,65
431652,Berlin,431652,51
432233,Amsterdam,432233,300
432460,Berlin,432460,29
434097,Amsterdam,434097,82
434123,Bologna,434123,30
434209,Berlin,434209,59
434796,Bologna,434796,100
437127,Bordeaux,437127,45
437757,Amsterdam,437757,109
438089,Amsterdam,438089,119
438600,Bordeaux,438600,30
439089,Berlin,439089,145
439097,Amsterdam,439097,140
439613,Berlin,439613,59
439631,Berlin,439631,56
440992,Amsterdam,440992,150
441424,Amsterdam,441424,165
441964,Amsterdam,441964,159
442105,Amsterdam,442105,250
442819,Bologna,442819,40
443698,Amsterdam,443698,135
444935,Amsterdam,444935,149
445345,Amsterdam,445345,120
445660,Amsterdam,445660,75
446592,Amsterdam,446592,100
446975,Berlin,446975,50
446999,Amsterdam,446999,109
447120,Bologna,447120,48
447151,Amsterdam,447151,105
447524,Berlin,447524,28
450324,Cenon,450324,110
450325,Berlin,450325,109
450767,Amsterdam,450767,255
451719,Amsterdam,451719,175
453070,Berlin,453070,90
456839,Berlin,456839,90
456902,Berlin,456902,83
457462,Talence,457462,75
457640,Talence,457640,80
458580,Bordeaux,458580,35
458800,Berlin,458800,230
460469,Amsterdam,460469,110
462341,Amsterdam,462341,175
462459,Berlin,462459,70
464324,Berlin,464324,44
466983,Berlin,466983,34
467103,Amsterdam,467103,160
467488,Berlin,467488,45
469084,Berlin,469084,32
471495,Berlin,471495,33
473386,Berlin,473386,95
474452,Amsterdam,474452,125
475193,Berlin,475193,63
477744,Berlin,477744,30
478015,Berlin,478015,85
478369,Bordeaux,478369,114
480245,Amsterdam,480245,150
480624,Berlin,480624,15
481664,Amsterdam,481664,105
482102,Le Bouscat,482102,185
483779,Amsterdam,483779,72
484506,Berlin,484506,58
484836,Amsterdam,484836,200
485237,Amsterdam,485237,75
485726,Berlin,485726,53
488161,Berlin,488161,87
489418,Amsterdam,489418,79
489832,Amsterdam,489832,130
491336,Berlin,491336,70
493072,Berlin,493072,44
493539,Berlin,493539,125
494433,Amsterdam,494433,90
494492,Berlin,494492,40
495240,Berlin,495240,60
495435,Berlin,495435,50
495862,Amsterdam,495862,400
496906,Bologna,496906,65
498514,Amsterdam,498514,140
499342,Berlin,499342,75
499353,Berlin,499353,75
500193,Bordeaux,500193,100
501735,Berlin,501735,39
502598,Berlin,502598,98
503629,Amsterdam,503629,117
504259,Berlin,504259,199
505012,Amsterdam,505012,299
505650,Amsterdam,505650,140
505804,Amsterdam,505804,78
506730,Berlin,506730,65
507598,Amsterdam,507598,400
507671,Berlin,507671,80
507770,Berlin,507770,37
508350,Berlin,508350,76
509432,Berlin,509432,35
510715,Berlin,510715,50
510771,Bologna,510771,100
510836,Amsterdam,510836,700
510987,Berlin,510987,35
511935,Berlin,511935,235
512476,Berlin,512476,60
514946,Amsterdam,514946,120
515088,Amsterdam,515088,139
515921,Amsterdam,515921,155
516482,Amsterdam,516482,125
517092,Amsterdam,517092,135
517425,Berlin,517425,46
517852,Amsterdam,517852,290
517990,Berlin,517990,79
517996,Amsterdam,517996,160
519356,Berlin,519356,37
519671,Berlin,519671,59
520538,Berlin,520538,105
522471,Amsterdam,522471,180
523052,Berlin,523052,51
524880,Bologna,524880,60
528022,Amsterdam,528022,110
528227,Amsterdam,528227,138
528594,Amsterdam,528594,80
528704,Amsterdam,528704,60
530136,Amsterdam,530136,55
530315,Berlin,530315,89
531700,Bologna,531700,60
532687,Berlin,532687,40
533155,Berlin,533155,90
533523,Berlin,533523,64
533864,Berlin,533864,100
534415,Berlin,534415,64
534931,Berlin,534931,21
536436,Bordeaux,536436,80
537321,Amsterdam,537321,179
537442,Berlin,537442,80
538723,Amsterdam,538723,140
538871,Berlin,538871,77
539579,Amsterdam,539579,65
540705,Berlin,540705,65
541569,Berlin,541569,68
